Key,Summary,Status,Affected Versions
HIVE-12846,org.apache.orc.impl.TimestampTreeWriter.writeBatch handles adjusts nanos differently for isRepeated,Resolved,2.1.0
HIVE-12837,Better memory estimation/allocation for hybrid grace hash join during hash table loading,Closed,2.1.0
HIVE-12826,Vectorization: fix VectorUDAF* suspect isNull checks,Closed,"1.3.0, 2.0.0, 2.1.0"
HIVE-12824,CBO doesnt get triggered when aggregate function is used within windowing function ,Closed,2.0.0
HIVE-12820,Remove the check if carriage return and new line are used for separator or escape character,Closed,"2.0.0, 2.1.0"
HIVE-12815,column stats NPE for a query w/o a table,Closed,2.0.0
HIVE-12812,Enable mapred.input.dir.recursive by default to support union with aggregate function,Closed,"1.2.1, 2.1.0"
HIVE-12809,Vectorization: fast-path for coalesce if input.noNulls = true,Closed,"2.0.0, 2.1.0"
HIVE-12808,Logical PPD: Push filter clauses through PTF(Windowing) into TS,Closed,"1.2.1, 2.0.0"
HIVE-12800,HiveFilterSetOpTransposeRule might be executed over non deterministic filter predicates,Closed,"2.0.0, 2.1.0"
HIVE-12797,Synchronization issues with tez/llap session pool in hs2,Closed,2.0.0
HIVE-12792,HIVE-12075 didn't update operation type for plugins,Closed,2.1.0
HIVE-12786,CBO may fail for recoverable errors,Closed,2.0.0
HIVE-12784,Group by SemanticException: Invalid column reference,Closed,2.0.0
HIVE-12768,Thread safety: binary sortable serde decimal deserialization,Closed,2.0.0
HIVE-12767,Implement table property to address Parquet int96 timestamp bug,Resolved,"1.2.1, 2.0.0"
HIVE-12766,TezTask does not close DagClient after execution,Closed,2.0.0
HIVE-12762,Common join on parquet tables returns incorrect result when hive.optimize.index.filter set to true,Closed,"2.0.0, 2.1.0"
HIVE-12758,Parallel compilation: Operator::resetId() is not thread-safe,Closed,"2.0.0, 2.1.0"
HIVE-12757,Fix TestCodahaleMetrics#testFileReporting,Closed,2.1.0
HIVE-12752,Change the schema version to 2.1.0 ,Closed,2.1.0
HIVE-12743,RCFileInputFormat needs to be registered with kryo,Closed,"2.0.0, 2.1.0"
HIVE-12741,HS2 ShutdownHookManager holds extra of Driver instance in master/branch-2.0,Closed,"2.0.0, 2.1.0"
HIVE-12740,NPE with HS2 when using null input format,Closed,2.0.0
HIVE-12735,Constant folding for WHEN/CASE expression does not set return type correctly,Closed,"1.3.0, 2.0.0, 2.1.0"
HIVE-12734,Remove redundancy in HiveConfs serialized to UDFContext,Closed,"1.2.1, 2.0.0, 2.2.0, 3.0.0"
HIVE-12728,Apply DDL restrictions for ORC schema evolution,Closed,"2.0.0, 2.1.0"
HIVE-12726,exclude hadoop jars from webhcat hcatalog/share/webhcat/svr/lib,Closed,2.0.0
HIVE-12725,"CompactionTxnHandler.findNextToCompact() may produce ""Operation not allowed after ResultSet closed""",Closed,"1.3.0, 2.0.0"
HIVE-12724,ACID: Major compaction fails to include the original bucket files into MR job,Closed,"1.3.0, 2.0.0"
HIVE-12712,HiveInputFormat may fail to column names to read in some cases,Closed,"2.0.0, 2.1.0"
HIVE-12708,Hive on Spark doesn't work with Kerboresed HBase [Spark Branch],Closed,"1.1.0, 1.2.0, 2.0.0"
HIVE-12698,Remove exposure to internal privilege and principal classes in HiveAuthorizer,Closed,"1.3.0, 2.0.0"
HIVE-12694,LLAP: Slider destroy semantics require force,Closed,"2.0.0, 2.1.0"
HIVE-12688,HIVE-11826 makes hive unusable in properly secured cluster,Closed,"1.3.0, 2.0.0"
HIVE-12687,LLAP Workdirs need to default to YARN local,Closed,"2.0.0, 2.1.0"
HIVE-12685,Remove redundant hive-site.xml under common/src/test/resources/,Closed,"2.0.0, 2.1.0"
HIVE-12684,NPE in stats annotation when all values in decimal column are NULLs,Closed,"1.3.0, 2.0.0, 2.1.0"
HIVE-12662,StackOverflowError in HiveSortJoinReduceRule when limit=0,Closed,"2.0.0, 2.1.0"
HIVE-12657,selectDistinctStar.q results differ with jdk 1.7 vs jdk 1.8,Closed,2.0.0
HIVE-12656,Turn hive.compute.query.using.stats on by default,Resolved,2.1.0
HIVE-12644,Support for offset in HiveSortMergeRule,Closed,2.1.0
HIVE-12643,For self describing InputFormat don't replicate schema information in partitions,Closed,2.0.0
HIVE-12639,Handle exceptions during SARG creation,Resolved,"2.0.0, 2.1.0"
HIVE-12635,Hive should return the latest hbase cell timestamp as the row timestamp value,Closed,2.1.0
HIVE-12633,LLAP: package included serde jars,Closed,"2.0.0, 2.1.0"
HIVE-12614,RESET command does not close spark session,Resolved,"1.3.0, 2.1.0"
HIVE-12609,Remove javaXML serialization,Closed,"2.0.0, 2.1.0"
HIVE-12603,Add config to block queries that scan > N number of partitions ,Resolved,2.0.0
HIVE-12601,HIVE-11985 change does not use partition deserializer,Closed,2.0.0
HIVE-12599,Add logging to debug rare unexpected refCount error from the LLAP IO layer,Closed,2.0.0
HIVE-12596,Delete timestamp row throws java.lang.IllegalArgumentException: Timestamp format must be yyyy-mm-dd hh:mm:ss[.fffffffff],Closed,2.0.0
HIVE-12590,Repeated UDAFs with literals can produce incorrect result,Closed,"1.0.1, 1.1.1, 1.2.1, 2.0.0"
HIVE-12584,Vectorized join with partition column of type char does not trim spaces ,Closed,"1.3.0, 2.0.0, 2.1.0"
HIVE-12578,Hive query failing with error ClassCastException org.apache.hadoop.hive.ql.plan.ExprNodeConstantDesc cannot be cast to org.apache.hadoop.hive.ql.plan.ExprNodeColumnDesc,Closed,2.0.0
HIVE-12577,NPE in LlapTaskCommunicator when unregistering containers,Closed,2.0.0
HIVE-12572,select partitioned acid table order by throws java.io.FileNotFoundException,Resolved,2.0.0
HIVE-12569,Excessive console message from SparkClientImpl [Spark Branch],Resolved,2.0.0
HIVE-12542,Create HiveRelFactories,Closed,2.0.0
HIVE-12537,RLEv2 doesn't seem to work,Closed,"0.14.0, 1.0.1, 1.1.1, 1.2.1, 1.3.0, 2.0.0"
HIVE-12532,LLAP Cache: Uncompressed data cache has NPE,Closed,2.0.0
HIVE-12510,LLAP: Append attempt id either to thread name or NDC,Closed,2.0.0
HIVE-12509,Regenerate q files after HIVE-12017 went in,Closed,2.0.0
HIVE-12508,HiveAggregateJoinTransposeRule places a heavy load on the metadata system,Closed,2.0.0
HIVE-12503,GBY-Join transpose rule may go in infinite loop,Closed,2.0.0
HIVE-12500,JDBC driver not overlaying params supplied via properties object when reading params from ZK,Closed,"1.3.0, 2.0.0"
HIVE-12498,ACID: Setting OrcRecordUpdater.OrcOptions.tableProperties() has no effect,Closed,"1.3.0, 2.0.0"
HIVE-12491,Improve ndv heuristic for functions,Closed,"1.3.0, 2.0.0"
HIVE-12490,Metastore: Mysql ANSI_QUOTES is not there for some cases,Closed,2.0.0
HIVE-12487,Fix broken MiniLlap tests,Closed,2.0.0
HIVE-12479,Vectorization: Vectorized Date UDFs with up-stream Joins,Closed,"1.3.0, 2.0.0"
HIVE-12478,Improve Hive/Calcite Transitive Predicate inference,Closed,"2.0.0, 2.1.0"
HIVE-12477,Left Semijoins are incompatible with a cross-product,Closed,2.0.0
HIVE-12473,DPP: UDFs on the partition column side does not evaluate correctly,Closed,"1.2.1, 1.3.0, 2.0.0"
HIVE-12472,Add test case for HIVE-10592,Resolved,"1.3.0, 2.0.0"
HIVE-12465,Hive might produce wrong results when (outer) joins are merged,Closed,"1.3.0, 2.0.0"
HIVE-12463,VectorMapJoinFastKeyStore has Array OOB errors,Closed,"1.2.1, 1.3.0, 2.0.0"
HIVE-12462,DPP: DPP optimizers need to run on the TS predicate not FIL ,Closed,2.0.0
HIVE-12456,QueryId can't be stored in the configuration of the SessionState since multiple queries can run in a single session,Closed,2.0.0
HIVE-12453,Check SessionState status before performing cleanup,Resolved,"1.3.0, 2.0.0"
HIVE-12452,orc_merge9.q hangs when writing orc metadata section,Resolved,2.0.0
HIVE-12451,Orc fast file merging/concatenation should be disabled for ACID tables,Resolved,"1.3.0, 2.0.0"
HIVE-12450,OrcFileMergeOperator does not use correct compression buffer size,Closed,"1.2.0, 1.2.1, 1.3.0, 2.0.0"
HIVE-12445,Tracking of completed dags is a slow memory leak,Closed,2.0.0
HIVE-12435,SELECT COUNT(CASE WHEN...) GROUPBY returns 1 for 'NULL' in a case of ORC and vectorization is enabled.,Closed,2.0.0
HIVE-12407,Check fetch property to determine if a SortLimit contains a limit operation,Closed,2.0.0
HIVE-12405,Comparison bug in HiveSplitGenerator.InputSplitComparator#compare(),Resolved,2.0.0
HIVE-12404,Orc ppd throws exception if types don't match,Closed,2.0.0
HIVE-12399,"Native Vector MapJoin can encounter  ""Null key not expected in MapJoin"" and ""Unexpected NULL in map join small table"" exceptions",Closed,2.0.0
HIVE-12396,BucketingSortingReduceSinkOptimizer may still throw IOB exception for duplicate columns,Closed,2.0.0
HIVE-12394,0 is added when you insert decimal value which number of fractional digits is less than defined scale,Resolved,2.0.0
HIVE-12393,Simplify ColumnPruner when CBO optimizes the query,Resolved,2.0.0
HIVE-12391,SkewJoinOptimizer might not kick in if columns are renamed after TableScanOperator,Closed,"1.3.0, 2.0.0"
HIVE-12385,schematool failed on MySQL,Closed,2.0.0
HIVE-12378,Exception on HBaseSerDe.serialize binary field,Closed,"1.0.0, 1.1.0, 2.0.0"
HIVE-12364,Distcp job fails when run under Tez,Closed,"1.3.0, 2.0.0"
HIVE-12363,Incorrect results with orc ppd across ORC versions,Closed,"1.3.0, 2.0.0"
HIVE-12349,NPE in ORC SARG for IS NULL queries on Timestamp and Date columns,Closed,"1.2.1, 1.3.0, 2.0.0"
HIVE-12344,Wrong types inferred for SemiJoin generation in CBO,Closed,"0.14.0, 1.0.0, 1.0.1, 1.1.0, 1.1.1, 1.2.0, 1.2.1, 1.3.0, 2.0.0"
HIVE-12332,BucketingSortingReduceSinkOptimizer throws IOB exception for duplicate columns,Closed,2.0.0
HIVE-12330,Fix precommit Spark test part2,Closed,2.0.0
HIVE-12315,vectorization_short_regress.q has a wrong result issue for a double calculation,Closed,"0.14.0, 1.0.1, 1.1.1, 1.2.1, 2.0.0"
HIVE-12304,"""drop database cascade"" needs to unregister functions",Closed,2.0.0
HIVE-12302,Use KryoPool instead of thread-local caching,Closed,2.0.0
HIVE-12281,Vectorized MapJoin - use Operator::isLogDebugEnabled,Closed,"1.3.0, 2.0.0"
HIVE-12264,MoveTask file format check looks only the table input format,Resolved,"1.2.0, 1.3.0, 2.0.0"
HIVE-12261,"schematool version info exit status should depend on compatibility, not equality",Closed,"1.3.0, 2.0.0"
HIVE-12260,Fix TestColumnStatistics and TestJsonFileDump test failures in master,Closed,2.0.0
HIVE-12257,Enhance ORC FileDump utility to handle flush_length files and recovery,Closed,"1.3.0, 2.0.0"
HIVE-12246,Orc FileDump fails with Missing CLI jar,Closed,2.0.0
HIVE-12238,Vectorization: Thread-safety errors in VectorUDFDate,Closed,"1.2.1, 1.3.0, 2.0.0"
HIVE-12234,Beeline quit tries to connect again if no existing connections,Closed,2.0.0
HIVE-12223,Filter on Grouping__ID does not work properly,Closed,"1.3.0, 2.0.0"
HIVE-12215,Exchange partition does not show outputs field for post/pre execute hooks,Closed,2.0.0
HIVE-12210,Fix a few failing tests: testCliDriver_udf_explode and testCliDriver_udtf_explode,Closed,2.0.0
HIVE-12208,Vectorized JOIN NPE on dynamically partitioned hash-join + map-join,Closed,2.0.0
HIVE-12207,Query fails when non-ascii characters are used in string literals,Closed,2.0.0
HIVE-12204,Tez queries stopped running with ApplicationNotRunningException,Closed,"1.0.1, 1.2.1, 2.0.0"
HIVE-12198,LLAP: reader failures when querying uncompressed data,Closed,2.0.0
HIVE-12189,The list in pushdownPreds of ppd.ExprWalkerInfo should not be allowed to grow very large,Closed,"1.1.0, 2.0.0"
HIVE-12171,LLAP: BuddyAllocator failures when querying uncompressed data,Closed,2.0.0
HIVE-12166,LLAP: Cache read error at 1000 Gb scale tests,Closed,2.0.0
HIVE-12165,wrong result when hive.optimize.sampling.orderby=true with some aggregate functions,Closed,2.1.0
HIVE-12090,Dead-code: Vectorized map-join murmur hash is run twice,Closed,"1.3.0, 2.0.0"
HIVE-12068,Investigate remote_script.q result,Resolved,2.0.0
HIVE-12058,Change hive script to record errors when calling hbase fails,Closed,"0.14.0, 1.1.0, 2.0.0"
HIVE-12039,Temporarily disable TestSSL#testSSLVersion ,Closed,"1.3.0, 2.0.0"
HIVE-12021,HivePreFilteringRule may introduce wrong common operands,Closed,"1.2.1, 1.3.0, 2.0.0"
HIVE-12008,Hive queries failing when using count(*) on column in view,Closed,2.0.0
HIVE-11980,"Follow up on HIVE-11696, exception is thrown from CTAS from the table with table-level serde is Parquet while partition-level serde is JSON",Closed,2.0.0
HIVE-11975,mssql scripts contains invalid 'GO' statement,Closed,"1.2.0, 1.3.0, 2.0.0"
HIVE-11966,JDBC Driver parsing error when reading principal from ZooKeeper,Resolved,"1.3.0, 2.0.0"
HIVE-11954,Extend logic to choose side table in MapJoin Conversion algorithm,Closed,2.0.0
HIVE-11945,ORC with non-local reads may not be reusing connection to DN,Closed,"1.3.0, 2.0.0"
HIVE-11932,"JDBC Driver appends an extra ""/"" when configuring connection by reading httpPath from ZooKeeper",Closed,"1.3.0, 2.0.0"
HIVE-11928,ORC footer and metadata section can also exceed protobuf message limit,Closed,"1.3.0, 2.0.0"
HIVE-11922,Better error message when ORC split generation fails,Closed,"1.3.0, 2.0.0"
HIVE-11889,Add unit test for HIVE-11449,Closed,"1.3.0, 2.0.0"
HIVE-11875,JDBC Driver does not honor delegation token mechanism when readings params from ZooKeeper,Closed,"1.3.0, 2.0.0"
HIVE-11863,FS based stats collection generates wrong results for tez (for union queries),Resolved,"1.3.0, 2.0.0"
HIVE-11860,StatsNoJobTask fails to collect fast stats when table have subdirectories,Closed,"1.3.0, 2.0.0"
HIVE-11847,Avoid expensive call to contains/containsAll in DefaultGraphWalker,Resolved,"1.3.0, 2.0.0"
HIVE-11843,Add 'sort by c' to Parquet PPD q-tests to avoid different output issues with hadoop-1,Closed,2.0.0
HIVE-11842,Improve RuleRegExp by caching some internal data structures,Closed,2.0.0
HIVE-11841,KeyValuesInputMerger creates huge logs,Closed,"0.14.0, 1.0.0, 1.0.1, 1.2.1, 1.3.0, 2.0.0"
HIVE-11838,Another positive test case for HIVE-11658,Closed,"1.3.0, 2.0.0"
HIVE-11835,"Type decimal(1,1) reads 0.0, 0.00, etc from text file as NULL",Closed,"1.1.0, 1.2.0, 2.0.0"
HIVE-11832,HIVE-11802 breaks compilation in JDK 8,Closed,"1.3.0, 2.0.0"
HIVE-11826,'hadoop.proxyuser.hive.groups' configuration doesn't prevent unauthorized user to access metastore,Closed,2.0.0
HIVE-11824,Insert to local directory causes staging directory to be copied,Closed,"1.3.0, 2.0.0"
HIVE-11821,JDK8 strict build broken for master ,Closed,"1.3.0, 2.0.0"
HIVE-11820,"export tables with size of >32MB throws ""java.lang.IllegalArgumentException: Skip CRC is valid only with update options""",Closed,2.0.0
HIVE-11813,Avoid expensive AST tree conversion to String for expressions in WHERE clause in CBO,Closed,2.0.0
HIVE-11801,"In HMS HA env, ""show databases"" fails when""current"" HMS is stopped.",Closed,"0.14.0, 1.1.0, 1.2.0, 2.0.0"
HIVE-11795,hive-1.2.1 compile spark-1.5.0 output error,Resolved,"1.2.1, 2.0.0"
HIVE-11792,User explain in tez does not preserve ordering,Closed,2.0.0
HIVE-11781,Remove HiveLimit operator and rename HiveSort operator,Closed,2.0.0
HIVE-11761,DoubleWritable hashcode for GroupBy is not properly generated,Closed,"1.2.0, 2.0.0"
HIVE-11751,hive-exec-log4j2.xml settings causes DEBUG messages to be generated and ignored,Closed,2.0.0
HIVE-11745,Alter table Exchange partition with multiple partition_spec is not working,Closed,"1.1.0, 1.2.0, 2.0.0"
HIVE-11726,Pushed IN predicates to the metastore,Closed,2.0.0
HIVE-11723,Incorrect string literal escaping,Closed,"1.1.1, 1.2.0, 2.0.0"
HIVE-11721,"non-ascii characters shows improper with ""insert into""",Closed,"1.1.0, 1.2.1, 2.0.0"
HIVE-11710,Beeline embedded mode doesn't output query progress after setting any session property,Closed,2.0.0
HIVE-11705,refactor SARG stripe filtering for ORC into a separate method,Closed,2.0.0
HIVE-11698,Add additional test for PointLookupOptimizer,Closed,2.0.0
HIVE-11696,Exception when table-level serde is Parquet while partition-level serde is JSON,Closed,"1.2.0, 2.0.0"
HIVE-11669,OrcFileDump service should support directories,Closed,"1.3.0, 2.0.0"
HIVE-11658,Load data file format validation does not work with directories,Closed,"1.3.0, 2.0.0"
HIVE-11652,Avoid expensive call to removeAll in DefaultGraphWalker,Closed,"1.3.0, 2.0.0"
HIVE-11604,HIVE return wrong results in some queries with PTF function,Closed,"1.1.0, 1.2.0, 2.0.0"
HIVE-11602,Support Struct with different field types in query,Closed,2.0.0
HIVE-11596,"nvl(x, y) throws NPE if type x and type y doesn't match, rather than throwing the meaningful error",Closed,2.0.0
HIVE-11594,Analyze Table For Columns cannot handle columns with embedded spaces,Closed,"1.3.0, 2.0.0"
HIVE-11592,ORC metadata section can sometimes exceed protobuf message size limit,Closed,"1.3.0, 2.0.0"
HIVE-11590,AvroDeserializer is very chatty,Closed,2.0.0
HIVE-11581,HiveServer2 should store connection params in ZK when using dynamic service discovery for simpler client connection string.,Closed,"1.3.0, 2.0.0"
HIVE-11578,ATS hook fails for ExplainWork,Closed,"1.3.0, 2.0.0"
HIVE-11573,PointLookupOptimizer can be pessimistic at a low nDV,Closed,2.0.0
HIVE-11556,HiveFilter.copy should take the condition given as a parameter,Closed,"1.3.0, 2.0.0"
HIVE-11546,Projected columns read size should be scaled to split size for ORC Splits,Closed,"1.3.0, 2.0.0"
HIVE-11541,"ORC: Split Strategy should depend on global file count, not per-partition",Closed,"1.3.0, 2.0.0"
HIVE-11511,Output the message of orcfiledump when ORC files are not specified,Closed,2.0.0
